VOC	Date	WeeklyCases	InfectionProp	AntigenicDistanceT1	SpikeCellEntryT1	RBDACE2bindingT1	EscapeScoreT1	AntigenicDistanceTn-1	SpikeCellEntryTn-1	RBDACE2bindingTn-1	EscapeScoreTn-1
BQ.1	2022-09-11	16122.5036888179	0.00249762665210808	0	0	0	0	0	0	0	0
BQ.1	2022-09-18	28863.67883937	0.00402650966072457	0.130118174057489	0.070901543622151	-0.001751774536524	0.00330854671899425	0.130118174057489	0.070901543622151	-0.001751774536524	0.00330854671899425
BQ.1	2022-09-25	57678.4544804641	0.00708168531969702	0.140804625168239	0.0915341235497743	-0.00504189312525181	0.0145839698948025	0.113921291818361	0.0206325799276233	-0.0032901185887278	0.0112754231758083
BQ.1	2022-10-02	108283.350782428	0.0128173566472722	0.160272827701668	0.114323433912941	-0.00423319570602807	0.0261122657475804	0.0907058816484112	0.0227893103631665	0.000808697419223736	0.0115282958527779
BQ.1	2022-10-09	179888.111700433	0.0223458675124832	0.161632993868692	0.120104438754351	-0.00577325366884704	0.0279417420746011	0.0659770064582133	0.00578100484141027	-0.00154005796281898	0.00182947632702065
BQ.1	2022-10-16	262989.245990302	0.0362761704333638	0.170590616004006	0.0887794945730866	-0.00346511079948163	0.0251272985888371	0.0704402153032469	-0.0313249441812647	0.00230814286936542	-0.00281444348576395
BQ.1	2022-10-23	335915.070569971	0.0540692884413193	0.19162326072818	0.12381791970248	-0.00578256094752815	0.0332488422044081	0.0762470834742646	0.0350384251293939	-0.00231745014804652	0.00812154361557099
BQ.1	2022-10-30	405476.715568078	0.0755470239812559	0.202722181786918	0.0987818463404769	-0.00610354900863943	0.0300058165992031	0.0684372921651358	-0.0250360733620035	-0.000320988061111283	-0.00324302560520497
BQ.1	2022-11-06	524693.739253455	0.103339577630996	0.200821610563223	0.0906257734934178	-0.00340768578594537	0.0313563051160501	0.0541389071681466	-0.00815607284705907	0.00269586322269406	0.001350488516847
BQ.1	2022-11-13	686683.825716914	0.139712599908335	0.221055518265412	0.0903592764575458	-0.00697845184247814	0.0381617458296371	0.0680265229882295	-0.000266497035872108	-0.00357076605653277	0.00680544071358695
BQ.1	2022-11-20	890138.519317053	0.186862433617079	0.232399304561582	0.0964000075840791	-0.00511040482435868	0.0366396317984626	0.0513888511790868	0.00604073112653336	0.00186804701811946	-0.00152211403117442
BQ.1	2022-11-27	1124422.80968425	0.246422094663549	0.242843782783305	0.0894002388595372	-0.00544792233089459	0.0414102976654227	0.0655061048030032	-0.00699976872454168	-0.000337517506535907	0.00477066586696001
BQ.1	2022-12-04	1459751.73215194	0.3237438259822	0.256462313559547	0.102406495328757	-0.00742910344412331	0.0433397182286073	0.0541206599161062	0.0130062564692198	-0.00198118111322872	0.0019294205631846
BQ.1	2022-12-11	1725230.83046441	0.415127745451279	0.267546249099771	0.0981721546439724	-0.00566367179927789	0.0468254683366525	0.0544236596694784	-0.00423434068478487	0.00176543164484542	0.00348575010804526
BQ.1	2022-12-18	1910797.46639348	0.516340962087118	0.288051334094497	0.111091384643077	-0.00595365340367024	0.0522069392128578	0.0590519916744562	0.0129192299991051	-0.000289981604392347	0.00538147087620525
BQ.1	2022-12-25	1904570.61134736	0.617224347833066	0.298878668814797	0.130904785488347	-0.00652317498744704	0.0552884746471874	0.0593787907592273	0.0198134008452697	-0.000569521583776808	0.00308153543432962
BQ.1	2023-01-01	1782636.01082803	0.711648967877873	0.3055869657259	0.0922178752923713	-0.00752366266442834	0.0554176782284779	0.0579573155899514	-0.0386869101959759	-0.00100048767698129	0.00012920358129049
BQ.1	2023-01-08	1423971.16703449	0.787075434966652	0.318045165550133	0.110369945758568	-0.00838913504436257	0.0603076589417547	0.0731653412032234	0.0181520704661968	-0.000865472379934236	0.00488998071327683
BQ.1	2023-01-15	1097497.54170057	0.845208888877442	0.333937359189852	0.111742220475341	-0.00722349388137298	0.0629846084983415	0.068793259786435	0.00137227471677356	0.0011656411629896	0.00267694955658686
BQ.1	2023-01-22	779880.997351078	0.886518481193394	0.355046477771965	0.134037389631984	-0.00668811807168006	0.0652186930562016	0.0750284594786175	0.0222951691566432	0.000535375809692915	0.00223408455786009
BQ.1	2023-01-29	529289.406023046	0.914554463162733	0.374011166448417	0.143783589990516	-0.00905330866196014	0.0680576652482147	0.0924560902690349	0.00974620035853054	-0.00236519059028008	0.00283897219201314
BQ.1	2023-02-05	387238.637955904	0.935066144197758	0.405846864538422	0.153223840208036	-0.00985857700769299	0.0698110768019663	0.0925126698536064	0.00944025021752067	-0.000805268345732846	0.00175341155375152
BQ.1	2023-02-12	292262.324185876	0.950547015641529	0.41930939279797	0.172180816214937	-0.00800454513222514	0.0719206850322105	0.10328749692619	0.0189569760069005	0.00185403187546785	0.00210960823024415
BQ.1	2023-02-19	243056.696215906	0.963421509396915	0.444905968647304	0.169545354325422	-0.0112394908827924	0.0728960423762663	0.115522192466326	-0.00263546188951429	-0.00323494575056729	0.000975357344055822
BQ.1	2023-02-26	179568.979307905	0.972933116107422	0.45867713910744	0.177669150092024	-0.00972627309277635	0.0762412483822982	0.122404903910218	0.00812379576660194	0.00151321779001608	0.00334520600603196
BQ.1	2023-03-05	125665.333393939	0.979589495360647	0.481721255696253	0.168690925482184	-0.00912652819988943	0.0777535462195972	0.134256719733585	-0.00897822460984023	0.000599744892886917	0.00151229783729888
BQ.1	2023-03-12	95738.0830303431	0.98466065518186	0.510138921299954	0.189967465782867	-0.0105755140829958	0.0793332774548385	0.159479096671328	0.0212765403006835	-0.0014489858831064	0.00157973123524135
BQ.1	2023-03-19	68285.9712143716	0.988277701425255	0.514404298677511	0.141291400579493	-0.0146014283144625	0.0777611377871385	0.180128119930334	-0.0486760652033743	-0.0040259142314667	-0.00157213966770002
BQ.1	2023-03-26	50880.1123341595	0.990972775038605	0.529628601974038	0.178332929635523	-0.00901089605446014	0.0832115957855363	0.206655977351876	0.0370415290560298	0.00559053226000239	0.00545045799839787
BQ.1	2023-04-02	41904.9916557592	0.993192444612787	0.53280741010252	0.141500126722988	-0.0202990435836406	0.0801166685135965	0.237766667161229	-0.0368328029125349	-0.0112881475291805	-0.00309492727193989
